latitude_deg,longitude_deg,altitude_m,timestamp,observed_total_nt,observed_declination_deg,observed_inclination_deg,baseline_total_nt,baseline_declination_deg,baseline_inclination_deg,residual_total_nt,residual_declination_deg,residual_inclination_deg
43.42677165354331,-80.45984251968504,0.0,2026-03-24 01:30:00,52488.9879157624,-7.874200013221252,58.48625705130277,52911.11749128435,-9.678622864173425,68.95033753715421,-422.1295755219471,1.8044228509521734,-10.46408048585144
43.43937007874016,-80.44094488188976,0.0,2026-03-24 01:35:00,52476.28684916222,-7.882043057365896,58.493550542947325,52914.873680676654,-9.69299086265312,68.9570153171795,-438.58683151443256,1.810947805287224,-10.463464774232172
43.45196850393701,-80.42204724409449,0.0,2026-03-24 01:40:00,52458.92641993938,-7.890174761915386,58.49812717544284,52918.62485535805,-9.70735458446249,68.9636887265013,-459.6984354186716,1.8171798225471036,-10.465561551058464
43.46456692913386,-80.40314960629921,0.0,2026-03-24 01:45:00,52437.07645964638,-7.898575227226045,58.49996175569401,52922.37101788147,-9.721714013073381,68.97035777214776,-485.2945582350949,1.8231387858473358,-10.470396016453755
43.47716535433071,-80.38425196850393,0.0,2026-03-24 01:50:00,52410.95071948898,-7.907223895951582,58.49904418484427,52926.11217080604,-9.736069131980866,68.9770224611493,-515.1614513170571,1.8288452360292835,-10.47797827630503
43.489763779527564,-80.36535433070866,0.0,2026-03-24 01:55:00,52380.8047792662,-7.916099603350355,58.49537951386723,52929.84831669694,-9.750419924703278,68.9836828005387,-549.0435374307417,1.8343203213529238,-10.488303286671474
43.50236220472441,-80.34645669291338,0.0,2026-03-24 02:00:00,52346.933547114466,-7.925180629079041,58.4889879157624,52933.57945812551,-9.764766374782422,68.99033879735101,-586.6459110110445,1.8395857457033804,-10.501350881588614
43.51496062992126,-80.32755905511812,0.0,2026-03-24 02:05:00,52309.668374515255,-7.934444750345965,58.47990457450848,52937.30559766905,-9.779108465783514,68.99699045862346,-627.6372231537971,1.844663715437549,-10.517085884114977
43.52755905511811,-80.30866141732284,0.0,2026-03-24 02:10:00,52269.37381478899,-7.943869296293982,58.46817949138527,52941.02673791113,-9.793446181295371,69.00363779139553,-671.652923122143,1.8495768850013894,-10.535458300010262
43.54015748031496,-80.28976377952756,0.0,2026-03-24 02:15:00,52226.444056785964,-7.953431203479871,58.45387720973045,52944.7428814412,-9.807779504930377,69.01028080270892,-718.2988246552341,1.8543483014505053,-10.55640359297847
43.552755905511816,-80.27086614173228,0.0,2026-03-24 02:20:00,52181.29906866233,-7.963107072314449,58.43707645964638,52948.45403085472,-9.822108420324724,69.01691949960745,-767.1549621923914,1.8590013480102758,-10.579843039961077
43.565354330708665,-80.25196850393701,0.0,2026-03-24 02:25:00,52134.38048946531,-7.972873224325275,58.41786972461266,52952.16018875344,-9.836432911138303,69.02355388913708,-817.779699288134,1.8635596868130282,-10.605684164524419
43.577952755905514,-80.23307086614173,0.0,2026-03-24 02:30:00,52086.14730871896,-7.982705760101851,58.39636273239021,52955.861357744856,-9.850752961054999,69.03018397834587,-869.7140490258971,1.8680472009531481,-10.633821245955666
43.59055118110236,-80.21417322834645,0.0,2026-03-24 02:35:00,52037.071376275824,-7.992580617781479,58.37267387301916,52959.5575404425,-9.86506855378254,69.03680977428404,-922.4861641666794,1.872487936001062,-10.664135901264878
43.60314960629921,-80.19527559055118,0.0,2026-03-24 02:40:00,51987.63278636,-8.002473631932672,58.34693354711447,52963.248739465955,-9.879379673052771,69.04343128400372,-975.6159531059529,1.8769060411200993,-10.696497736889249
43.61574803149606,-80.1763779527559,0.0,2026-03-24 02:45:00,51938.315180958205,-8.012360592692017,58.319283448046605,52966.93495744069,-9.893686302621667,69.0500485145593,-1028.6197764824828,1.8813257099296496,-10.730765066512689
43.62834645669292,-80.15748031496062,0.0,2026-03-24 02:50:00,51889.601018504145,-8.022217305009761,58.289875781958806,52970.61619699815,-9.907988426269371,69.05666147300688,-1081.0151784940026,1.8857711212596104,-10.766785691048078
43.640944881889766,-80.13858267716536,0.0,2026-03-24 02:55:00,51841.9668541413,-8.03201964785916,58.25887242991431,52974.29246077556,-9.922286027800311,69.06327016640476,-1132.3256066342656,1.890266379941151,-10.80439773649045
43.653543307086615,-80.11968503937008,0.0,2026-03-24 03:00:00,51795.87867773561,-8.041743633264668,58.226444056785965,52977.96375141642,-9.936579091043303,69.06987460181308,-1182.0850736808134,1.894835457778635,-10.843430545027118
43.666141732283464,-80.1007874015748,0.0,2026-03-24 03:05:00,51751.78735524499,-8.051365465004533,58.1927691717933,52981.630071569736,-9.950867599851602,69.07647478629399,-1229.842716324747,1.8995021348470686,-10.883705614500684
43.67874015748031,-80.08188976377953,0.0,2026-03-24 03:10:00,51710.124218041194,-8.060861596844147,58.1580331458587,52985.291423890485,-9.965151538102969,69.08307072691143,-1275.1672058492913,1.9042899412588223,-10.925037581052727
43.69133858267717,-80.06299212598425,0.0,2026-03-24 03:15:00,51671.29684333232,-8.070208790157615,58.122427191191754,52988.94781103971,-9.979430889699795,69.08966243073131,-1317.6509677073918,1.9092220995421805,-10.967235239539555
43.70393700787402,-80.04409448818897,0.0,2026-03-24 03:20:00,51635.6850669647,-8.079384170796578,58.08614730871896,52992.59923568393,-9.993705638569136,69.0962499048213,-1356.914168719224,1.9143214677725577,-11.01010259610235
43.71653543307087,-80.0251968503937,0.0,2026-03-24 03:25:00,51603.63726760979,-8.088365285067077,58.049393209152896,52996.24570049589,-10.007975768662813,69.10283315625095,-1392.6084328861034,1.9196104835957364,-11.053439947098056
43.729133858267716,-80.00629921259842,0.0,2026-03-24 03:30:00,51575.46695868646,-8.097130154677517,58.01236721364,52999.8872081538,-10.022241263957499,69.10941219209157,-1424.4202494673373,1.9251111092799817,-11.09704497845157
43.741732283464565,-79.98740157480314,0.0,2026-03-24 03:35:00,51551.44972135909,-8.105657330523217,57.97527314003863,53003.523761341865,-10.036502108454776,69.11598701941621,-1452.0740399827773,1.9308447779315596,-11.140713879377579
43.75433070866142,-79.96850393700788,0.0,2026-03-24 03:40:00,51531.82050861473,-8.113925945175971,57.938315180958206,53007.15536275002,-10.050758286181221,69.12255764529968,-1475.3348541352898,1.9368323410052497,-11.184242464341473
43.76692913385827,-79.9496062992126,0.0,2026-03-24 03:45:00,51516.77134679282,-8.121915763950142,57.90169677973535,53010.78201507395,-10.065009781188447,69.12912407681844,-1494.010668281131,1.9430940172383053,-11.22742729708309
43.77952755905512,-79.93070866141733,0.0,2026-03-24 03:50:00,51506.44945705268,-8.129607234420321,57.86561951053469,53014.403721015,-10.079256577553364,69.13568632105077,-1507.9542639623178,1.9496493431330428,-11.270066810516077
43.79212598425197,-79.91181102362205,0.0,2026-03-24 03:55:00,51500.95581515572,-8.136981534269399,57.830281968738795,53018.02048328038,-10.09349865937795,69.14224438507644,-1517.064668124658,1.956517125108551,-11.311962416337643
43.804724409448816,-79.89291338582677,0.0,2026-03-24 04:00:00,51500.344163651775,-8.14402061734992,57.79587867773561,53021.63230458294,-10.107736010789557,69.14879827597697,-1521.2881409311667,1.963715393439637,-11.352919598241364
43.81732283464567,-79.8740157480315,0.0,2026-03-24 04:05:00,51504.62048613277,-8.150707257846038,57.762599018120994,53025.23918764121,-10.121968615940958,69.15534800083539,-1520.618701508436,1.9712613580949192,-11.392748982714394
43.82992125984252,-79.85511811023622,0.0,2026-03-24 04:10:00,51513.742948697225,-8.15702509242797,57.730626185211015,53028.84113517941,-10.136196459010325,69.1618935667363,-1515.0981864821879,1.9791713665823547,-11.43126738152528
43.84251968503937,-79.83622047244094,0.0,2026-03-24 04:15:00,51527.62230919795,-8.162958660295805,57.700136180602364,53032.438149927344,-10.15041952420142,69.16843498076594,-1504.8158407293959,1.9874608639056142,-11.468298800163574
43.85511811023622,-79.81732283464567,0.0,2026-03-24 04:20:00,51546.12279026955,-8.168493441014672,57.67129684333232,53036.0302346207,-10.164637795743584,69.17497225001198,-1489.9074443511563,1.9961443547289122,-11.503675406679655
43.86771653543307,-79.79842519685039,0.0,2026-03-24 04:25:00,51569.06340759521,-8.17361589004868,57.64426692597128,53039.6173920005,-10.178851257891898,69.18150538156355,-1470.553984405291,2.005235367843218,-11.537238455592274
43.880314960629924,-79.77952755905513,0.0,2026-03-24 04:30:00,51596.21974041864,-8.17831347190667,57.61919522073381,53043.19962481355,-10.193059894927154,69.18803438251138,-1446.9798843949102,2.014746423020485,-11.568839161777568
43.89291338582677,-79.76062992125985,0.0,2026-03-24 04:35:00,51627.32612698084,-8.18257469081865,57.59621974041864,53046.77693581205,-10.20726369115608,69.19455925994748,-1419.4508088312068,2.02468900033743,-11.598339519528842
43.90551181102362,-79.74173228346457,0.0,2026-03-24 04:40:00,51662.07826340459,-8.186389118867886,57.57546695868646,53050.349327754135,-10.221462630911203,69.20108002096529,-1388.2710643495448,2.0350735120433168,-11.62561306227883
43.91811023622047,-79.7228346456693,0.0,2026-03-24 04:45:00,51700.13618060236,-8.189747421509754,57.55705111385738,53053.91680340311,-10.23565669855115,69.20759667265975,-1353.7806228007466,2.045909277041396,-11.650545558802364
43.93070866141732,-79.70393700787402,0.0,2026-03-24 04:50:00,51741.12757008569,-8.192641380414932,57.541073580060626,53057.47936552801,-10.24984587846057,69.214109222127,-1316.351795442315,2.057204498045639,-11.673035642066367
43.943307086614176,-79.68503937007874,0.0,2026-03-24 04:55:00,51784.65142614059,-8.195063913581032,57.527622309197945,53061.037016903414,-10.264030155050284,69.22061767646454,-1276.385590762824,2.0689662414692513,-11.692995367266597
43.955905511811025,-79.66614173228346,0.0,2026-03-24 05:00:00,51830.2819687388,-8.197009092663453,57.51677134679282,53064.58976030933,-10.278209512757295,69.22712204277124,-1234.3077915705362,2.0812004200938414,-11.71035069597842
43.968503937007874,-79.64724409448819,0.0,2026-03-24 05:05:00,51877.57280880825,-8.198472157483021,57.50858042439029,53068.13759853128,-10.292383936044972,69.23362232814723,-1190.5647897230301,2.093911778561951,-11.725041903756946
43.98110236220472,-79.62834645669291,0.0,2026-03-24 05:10:00,51926.061315115265,-8.199449527674956,57.50309463075134,53071.68053436025,-10.306553409402966,69.24011853969374,-1145.6192192449817,2.10710388172801,-11.737023908942398
43.99370078740157,-79.60944881889763,0.0,2026-03-24 05:15:00,51975.27314003863,-8.199938811450616,57.500344163651775,53075.21857059275,-10.320717917347435,69.24661068451333,-1099.9454305541149,2.120779105896819,-11.746266520861553
44.00629921259843,-79.59055118110237,0.0,2026-03-24 05:20:00,52924.72685996137,-8.199938811450616,57.500344163651775,53078.751710030556,-10.334877444421034,69.25309876970972,-154.0248500691887,2.1349386329704174,-11.752754606057948
44.01889763779528,-79.5716535433071,0.0,2026-03-24 05:25:00,52973.938684884735,-8.199449527674956,57.50309463075134,53082.27995548109,-10.349031975193041,69.2595828023878,-108.34127059635648,2.1495824475180854,-11.756488171636455
44.031496062992126,-79.55275590551182,0.0,2026-03-24 05:30:00,53022.42719119175,-8.198472157483021,57.50858042439029,53085.80330975698,-10.363181494259342,69.26606278965347,-63.376118565225624,2.164709336776321,-11.757482365263186
44.044094488188975,-79.53385826771654,0.0,2026-03-24 05:35:00,53069.7180312612,-8.197009092663453,57.51677134679282,53089.32177567652,-10.37732598624262,69.27253873861397,-19.603744415318943,2.1803168935791675,-11.755767391821152
44.056692913385824,-79.51496062992126,0.0,2026-03-24 05:40:00,53115.34857385941,-8.195063913581032,57.527622309197945,53092.83535606289,-10.391465435792307,69.27901065637738,22.51321779652062,2.196401522211275,-11.751388347179436
44.06929133858268,-79.49606299212599,0.0,2026-03-24 05:45:00,53158.87242991431,-8.192641380414932,57.54107358006062,53096.3440537451,-10.405599827584789,69.28547855005293,62.52837616920442,2.212958447169857,-11.74440496999231
44.08188976377953,-79.47716535433071,0.0,2026-03-24 05:50:00,52299.86381939764,-8.189747421509754,57.55705111385738,53099.84787155726,-10.419729146323352,69.29194242675081,-799.9840521596198,2.229981724813598,-11.734891312893424
44.09448818897638,-79.45826771653543,0.0,2026-03-24 05:55:00,52337.92173659541,-8.186389118867886,57.57546695868646,53103.34681233884,-10.43385337673834,69.29840229358224,-765.4250757434274,2.247464257870453,-11.72293533489578
44.10708661417323,-79.43937007874015,0.0,2026-03-24 06:00:00,52372.67387301916,-8.18257469081865,57.59621974041864,53106.84087893461,-10.447972503587188,69.30485815765938,-734.1670059154494,2.265397812768539,-11.708638417240742
44.119685039370076,-79.42047244094488,0.0,2026-03-24 06:05:00,52403.78025958136,-8.17831347190667,57.61919522073381,53110.33007419463,-10.462086511654492,69.31131002609534,-706.5498146132668,2.283773039747823,-11.692114805361534
44.13228346456693,-79.40157480314961,0.0,2026-03-24 06:10:00,52430.93659240478,-8.17361589004868,57.64426692597128,53113.81440097423,-10.476195385752114,69.31775790600416,-682.8778085694503,2.3025794957034336,-11.67349098003288
44.14488188976378,-79.38267716535434,0.0,2026-03-24 06:15:00,52453.87720973045,-8.168493441014672,57.67129684333232,53117.29386213398,-10.490299110719205,69.32420180450063,-663.4166524035245,2.321805669704533,-11.65290496116831
44.15748031496063,-79.36377952755906,0.0,2026-03-24 06:20:00,52472.37769080205,-8.162958660295805,57.700136180602364,53120.76846053963,-10.504397671422335,69.33064172870048,-648.3907697375762,2.34143901112653,-11.630505548098121
44.17007874015748,-79.34488188976378,0.0,2026-03-24 06:25:00,52486.257051302775,-8.15702509242797,57.730626185211015,53124.23819906221,-10.518491052755508,69.33707768572027,-637.981147759434,2.3614659603275374,-11.606451500509259
44.18267716535433,-79.3259842519685,0.0,2026-03-24 06:30:00,52495.37951386723,-8.150707257846038,57.762599018120994,53127.70308057796,-10.532579239640242,69.34350968267734,-632.3235667107292,2.3818719817942036,-11.580910664556342
44.195275590551184,-79.30708661417323,0.0,2026-03-24 06:35:00,52499.655836348225,-8.14402061734992,57.7958786777356,53131.16310796837,-10.546662217025647,69.34993772668966,-631.5072716201466,2.402641599675727,-11.554059048954059
44.20787401574803,-79.28818897637795,0.0,2026-03-24 06:40:00,52499.04418484428,-8.136981534269399,57.830281968738795,53134.61828411975,-10.560739969888559,69.35636182487615,-635.5740992754727,2.4237584356191597,-11.52607985613735
44.22047244094488,-79.26929133858268,0.0,2026-03-24 06:45:00,52493.55054294732,-8.129607234420321,57.86561951053469,53138.06861192398,-10.574812483233456,69.36278198435626,-644.5180689766639,2.445205248813135,-11.497162473821568
44.23307086614173,-79.2503937007874,0.0,2026-03-24 06:50:00,52483.22865320718,-8.121915763950142,57.90169677973535,53141.51409427781,-10.58887974209273,69.36919821225018,-658.2854410706277,2.466963978142589,-11.46750143251483
44.24566929133858,-79.23149606299212,0.0,2026-03-24 06:55:00,52468.17949138527,-8.113925945175971,57.938315180958206,53144.95473408322,-10.602941731526514,69.37561051567876,-676.7752426979496,2.489015786350542,-11.437295334720552
44.258267716535435,-79.21259842519686,0.0,2026-03-24 07:00:00,52448.55027864091,-8.105657330523217,57.97527314003863,53148.390534247155,-10.616998436623,69.38201890176347,-699.8402556062429,2.511341106099783,-11.406745761724842
44.270866141732284,-79.19370078740158,0.0,2026-03-24 07:05:00,52424.53304131354,-8.097130154677517,58.01236721364,53151.82149768183,-10.631049842498376,69.38842337762634,-727.2884563682892,2.533919687820859,-11.376056163986341
44.28346456692913,-79.1748031496063,0.0,2026-03-24 07:10:00,52396.36273239021,-8.088365285067077,58.049393209152896,53155.24762730428,-10.645095934296831,69.39482395038988,-758.8848949140665,2.5567306492297543,-11.345430741236981
44.29606299212598,-79.15590551181103,0.0,2026-03-24 07:15:00,52364.3149330353,-8.079384170796578,58.08614730871896,53158.66892603671,-10.659136697190752,69.40122062717728,-794.3539930014158,2.5797525263941736,-11.315073318458325
44.30866141732283,-79.13700787401575,0.0,2026-03-24 07:20:00,52328.70315666768,-8.070208790157615,58.12242719119175,53162.08539680651,-10.673172116380774,69.40761341511221,-833.3822401388315,2.6029633262231595,-11.285186223920462
44.32125984251968,-79.11811023622047,0.0,2026-03-24 07:25:00,52289.875781958806,-8.060861596844147,58.1580331458587,53165.49704254557,-10.687202177095719,69.41400232131865,-875.6212605867622,2.626340580251572,-11.255969175459946
44.333858267716536,-79.0992125984252,0.0,2026-03-24 07:30:00,52248.21264475501,-8.051365465004533,58.1927691717933,53168.903866191366,-10.701226864592918,69.42038735292128,-920.6912214363547,2.649861399588385,-11.22761818112798
44.346456692913385,-79.08031496062992,0.0,2026-03-24 07:35:00,52204.12132226439,-8.041743633264668,58.226444056785965,53172.30587068599,-10.71524616415794,69.426768517045,-968.1845484215955,2.6735025308932716,-11.20032446025904
44.359055118110234,-79.06141732283464,0.0,2026-03-24 07:40:00,52158.0331458587,-8.03201964785916,58.258872429914305,53175.70305897651,-10.72926006110494,69.43314582081514,-1017.6699131178102,2.6972404132457797,-11.174273390900836
44.37165354330708,-79.04251968503938,0.0,2026-03-24 07:45:00,52110.398981495855,-8.022217305009761,58.289875781958806,53179.095434015086,-10.743268540776578,69.43951927135743,-1068.6964525192307,2.721051235766817,-11.14964348939862
44.38425196850393,-79.0236220472441,0.0,2026-03-24 07:50:00,52061.684819041795,-8.012360592692017,58.319283448046605,53182.48299875868,-10.757271588544189,69.4458888757979,-1120.7981797168832,2.7449109958521714,-11.1266054277513
44.39685039370079,-79.00472440944883,0.0,2026-03-24 07:55:00,52012.36721364,-8.002473631932673,58.34693354711447,53185.865756169,-10.771269189807738,69.45225464126293,-1173.4985425289997,2.7687955578750643,-11.105321094148458
44.40944881889764,-78.98582677165355,0.0,2026-03-24 08:00:00,51962.928623724176,-7.992580617781479,58.37267387301916,53189.24370921303,-10.785261329995972,69.45861657487907,-1226.3150854888518,2.7926807122144934,-11.085942701859913
44.422047244094486,-78.96692913385827,0.0,2026-03-24 08:05:00,51913.85269128104,-7.982705760101851,58.39636273239021,53192.61686086215,-10.799247994566384,69.46497468377324,-1278.7641695811108,2.8165422344645332,-11.068611951383026
44.434645669291335,-78.948031496063,0.0,2026-03-24 08:10:00,51865.61951053469,-7.972873224325275,58.41786972461266,53195.98521409301,-10.813229169005425,69.4713289750724,-1330.3657035583165,2.84035594468015,-11.053459250459738
44.447244094488184,-78.92913385826772,0.0,2026-03-24 08:15:00,51818.70093133767,-7.963107072314449,58.43707645964638,53199.3487718868,-10.827204838828445,69.47767945590388,-1380.647840549129,2.8640977665139964,-11.040602996257505
44.45984251968504,-78.91023622047244,0.0,2026-03-24 08:20:00,51773.555943214036,-7.953431203479871,58.45387720973045,53202.707537229675,-10.841174989579796,69.48402613339505,-1429.1515940156387,2.887743786099925,-11.030148923664598
44.47244094488189,-78.89133858267716,0.0,2026-03-24 08:25:00,51730.62618521101,-7.943869296293982,58.46817949138527,53206.061513112465,-10.855139606832935,69.49036901467349,-1475.435327901454,2.9112703105389537,-11.022189523288219
44.48503937007874,-78.87244094488189,0.0,2026-03-24 08:30:00,51690.331625484745,-7.934444750345965,58.47990457450848,53209.41070253087,-10.869098676190411,69.4967081068668,-1519.0790770461244,2.9346539258444464,-11.016803532358324
44.49763779527559,-78.85354330708662,0.0,2026-03-24 08:35:00,51653.066452885534,-7.925180629079041,58.4889879157624,53212.755108485326,-10.883052183284004,69.50304341710266,-1559.6886555997917,2.9578715542049627,-11.014055501340259
44.510236220472436,-78.83464566929135,0.0,2026-03-24 08:40:00,51619.1952207338,-7.916099603350355,58.49537951386723,53216.094733980906,-10.89700011377476,69.50937495250884,-1596.8995132471027,2.980900510424406,-11.013995438641608
44.52283464566929,-78.81574803149607,0.0,2026-03-24 08:45:00,51589.04928051102,-7.907223895951582,58.49904418484427,53219.42958202761,-10.910942453353014,69.51570272021307,-1630.3803015165904,3.003718557401432,-11.016658535368798
44.53543307086614,-78.7968503937008,0.0,2026-03-24 08:50:00,51562.92354035362,-7.898575227226045,58.49996175569401,53222.75965563986,-10.924879187738531,69.52202672734309,-1659.8361152862344,3.026303960512486,-11.02206497164908
44.54803149606299,-78.77795275590552,0.0,2026-03-24 08:55:00,51541.07358006062,-7.890174761915386,58.49812717544284,53226.084957837076,-10.938810302680494,69.5283469810266,-1685.0113777764564,3.0486355407651082,-11.030219805583762
44.56062992125984,-78.75905511811024,0.0,2026-03-24 09:00:00,51523.71315083778,-7.882043057365896,58.493550542947325,53229.40549164303,-10.952735783957582,69.53466348839112,-1705.6923408052535,3.0706927265916857,-11.041112945443793
44.57322834645669,-78.74015748031496,0.0,2026-03-24 09:05:00,51511.0120842376,-7.874200013221252,58.48625705130277,53232.72126008657,-10.966655617378144,69.54097625656426,-1721.7091758489696,3.0924556041568927,-11.054719205261492
44.585826771653544,-78.72125984251969,0.0,2026-03-24 09:10:00,51503.094630751344,-7.866664822724744,58.47628684916222,53236.03226620059,-10.980569788780036,69.54728529267332,-1732.9376354492488,3.1139049660552915,-11.070998443511101
44.59842519685039,-78.70236220472441,0.0,2026-03-24 09:15:00,51500.03824430599,-7.859455925750202,58.463694819729206,53239.33851302314,-10.99447828403091,69.55359060384552,-1739.3002687171465,3.1350223582807075,-11.089895784116315
44.61102362204724,-78.68346456692913,0.0,2026-03-24 09:20:00,51501.87282455716,-7.852590963676527,58.44855027864091,53242.640003596505,-11.008381089028118,69.55989219720784,-1740.7671790393433,3.155790125351591,-11.111341918566936
44.62362204724409,-78.66456692913387,0.0,2026-03-24 09:25:00,51508.58042439029,-7.846086736216286,58.430936592404784,53245.93674096779,-11.022278189698861,69.56619007988708,-1737.3563165774976,3.1761914534825753,-11.135253487482295
44.63622047244094,-78.64566929133859,0.0,2026-03-24 09:30:00,51520.09542549151,-7.839959160303996,58.41095071948898,53249.228728188435,-11.03616957200021,69.57248425900974,-1729.1333026969223,3.196210411696214,-11.16153353952076
44.648818897637796,-78.62677165354332,0.0,2026-03-24 09:35:00,51536.30518027079,-7.8342232311447235,58.388702676592814,53252.515968314656,-11.050055221919203,69.5787747417021,-1716.2107880438634,3.21583199077448,-11.190072065109291
44.661417322834644,-78.60787401574804,0.0,2026-03-24 09:40:00,51557.051113857386,-7.828892985518297,58.364314933035295,53255.79846440699,-11.063935125472824,69.58506153509003,-1698.7473505496018,3.235042139954527,-11.220746602054739
44.67401574803149,-78.58897637795276,0.0,2026-03-24 09:45:00,51582.13027538734,-7.823981467428962,58.33792173659541,53259.07621953067,-11.07780926870819,69.59134464629923,-1676.9459441433282,3.253827801279228,-11.253422909703822
44.68661417322834,-78.57007874015748,0.0,2026-03-24 09:50:00,51611.29732340718,-7.819500696184515,58.309668374515255,53262.349236755144,-11.091677637702439,69.59762408245479,-1651.051913347961,3.272176941517924,-11.287955707939531
44.69921259842519,-78.55118110236221,0.0,2026-03-24 09:55:00,51644.266925971286,-7.815461636983039,58.27971037373398,53265.61751915461,-11.105540218562979,69.60389985068163,-1621.3505931833279,3.29007858157994,-11.324189476947652
44.71181102362205,-78.53228346456693,0.0,2026-03-24 10:00:00,51680.716551953396,-7.8118741740792315,58.248212644755014,53268.88106980757,-11.119396997427408,69.6101719581041,-1588.164517854173,3.307522823348177,-11.36195931334909
44.724409448818896,-78.51338582677165,0.0,2026-03-24 10:05:00,51720.28962626602,-7.808747086595974,58.21534857385941,53272.13989179702,-11.133247960463642,69.61644041184613,-1551.8502655310003,3.3245008738676676,-11.40109183798672
44.737007874015745,-78.49448818897638,0.0,2026-03-24 10:10:00,51762.59901812099,-7.80608802704035,58.181299068662334,53275.39398821038,-11.147093093869952,69.6227052190312,-1512.7949700893878,3.3410050668296014,-11.44140615036887
44.749606299212594,-78.47559055118111,0.0,2026-03-24 10:15:00,51807.230828206695,-7.8039035025766745,58.146251562266706,53278.64336213937,-11.160932383874986,69.62896638678224,-1471.4125339326783,3.3570288812983113,-11.482714824515533
