track_id,timestamp,latitude_deg,longitude_deg,altitude_m,source_file,baseline_residual_score,baseline_is_false_positive,final_anomaly_score,fusion_is_false_positive,is_injected_anomaly,observed_total_nt,observed_declination_deg,observed_inclination_deg,dataset_split,baseline_total_nt,baseline_declination_deg,baseline_inclination_deg,residual_total_nt,residual_declination_deg,residual_inclination_deg,delta_residual_total_nt,rolling_residual_total_nt,spatial_anomaly_score,temporal_anomaly_score,is_anomaly,baseline_is_anomaly
nominal_eval_run_2,2026-03-24 11:20:00.000000,44.8222535211,-78.8566197183,250.0,nominal_eval_run_2.jsonl,1.03264657192003,True,0.139034328609705,False,False,51562.280742232,-7.7871626227,58.3605717443,nominal_eval,52904.489505211255,-8.351092299134406,45.81913388685994,-1342.2087629792586,0.5639296764344053,12.541437857440066,18.369847826324985,-1355.4332529930252,0.13969271,0.13849565,False,True
nominal_eval_run_2,2026-03-24 11:25:00.000000,44.8447887324,-78.8228169014,250.0,nominal_eval_run_2.jsonl,1.0071494600753423,True,0.139034328609705,False,False,51598.3472145666,-7.7775370855,58.317442668,nominal_eval,52907.41545504844,-8.346855804547982,45.83726379429255,-1309.0682404818363,0.569318719047982,12.480178873707452,33.14052249742235,-1337.2852047555596,0.13969271,0.13849565,False,True
nominal_eval_run_3,2026-03-24 17:00:00.000000,44.9121126761,-79.2118309859,500.0,nominal_eval_run_3_fallback.jsonl,1.000656751740634,True,0.1403696283698082,False,False,51604.9490521586,-7.7875101425,58.416943952,nominal_eval,52905.57822911252,-8.348087766972059,45.891384646366184,-1300.629176953924,0.5605776244720584,12.525559305633813,-42.52444516331161,-1253.6734625137494,0.13398501,0.1455934,False,True
nominal_eval_run_3,2026-03-24 17:05:00.000000,44.9346478873,-79.178028169,500.0,nominal_eval_run_3_fallback.jsonl,1.0221938253472367,True,0.1403696283698082,False,False,51579.8789945191,-7.7733352394,58.4052665676,nominal_eval,52908.501533103,-8.343874214149348,45.909486262364894,-1328.6225385838989,0.5705389747493488,12.495780305235108,-27.99336162997497,-1295.7854824428116,0.13398501,0.1455934,False,True
nominal_eval_run_3,2026-03-24 17:10:00.000000,44.9571830986,-79.1442253521,500.0,nominal_eval_run_3_fallback.jsonl,1.0319485744468833,True,0.1403696283698082,False,False,51570.1223616574,-7.7601516598,58.3850509478,nominal_eval,52911.42388458912,-8.3396572048697,45.9275807764478,-1341.3015229317243,0.5795055450697006,12.457470171352206,-12.678984347825462,-1323.5177461565156,0.13398501,0.1455934,False,True
nominal_eval_run_3,2026-03-24 17:15:00.000000,44.9797183099,-79.1104225352,500.0,nominal_eval_run_3_fallback.jsonl,1.0296864673868493,True,0.1403696283698082,False,False,51575.9839914843,-7.7480625831,58.3566527854,nominal_eval,52914.34528297447,-8.33543674383896,45.945668185735435,-1338.3612914901678,0.5873741607389595,12.410984599664566,2.9402314415565343,-1336.095117668597,0.13398501,0.1455934,False,True
nominal_eval_run_3,2026-03-24 17:20:00.000000,45.0022535211,-79.0766197183,500.0,nominal_eval_run_3_fallback.jsonl,1.0155484063190363,True,0.1291840061545372,False,False,51597.280742232,-7.7371626227,58.3205717443,nominal_eval,52917.2657276628,-8.33121283576615,45.96374848734954,-1319.984985430805,0.5940502130661507,12.356823256950456,18.376306059362832,-1333.2159332842323,0.13502571,0.12440443,False,True
nominal_eval_run_4,2026-03-24 23:05:00.000000,45.11464788732394,-79.39802816901408,750.0,nominal_eval_run_4.sqlite,1.0050651022900727,True,0.1258125424385071,False,False,51614.8789945191,-7.723335239390391,58.36526656756179,nominal_eval,52921.238037720235,-8.323723543429837,46.05381776890142,-1306.3590432011333,0.6003883040394467,12.311448798660372,-27.98687470558798,-1273.5284735966877,0.12930949,0.1229514,False,True
nominal_eval_run_4,2026-03-24 23:10:00.000000,45.13718309859155,-79.36422535211268,750.0,nominal_eval_run_4.sqlite,1.014814859676802,True,0.1258125424385071,False,False,51605.12236165738,-7.710151659799137,58.34505094784145,nominal_eval,52924.15390109995,-8.319515655774898,46.071855455384366,-1319.0315394425706,0.6093639959757615,12.273195492457084,-12.67249624143733,-1301.2542503797497,0.12930949,0.1229514,False,True
nominal_eval_run_4,2026-03-24 23:15:00.000000,45.15971830985915,-79.33042253521127,750.0,nominal_eval_run_4.sqlite,1.0125477600026795,True,0.1258125424385071,False,False,51610.98399148432,-7.698062583083343,58.31665278543345,nominal_eval,52927.068810207624,-8.315304313932465,46.08988601475341,-1316.084818723306,0.6172417308491225,12.226766770680037,2.946720719264704,-1313.8251337890033,0.12930949,0.1229514,False,True
nominal_eval_run_5,2026-03-26 00:00:00.000000,43.92,-81.67999999999999,0.0,nominal_eval_run_5.csv,0.475052585753524,False,0.23543563447892668,True,False,52140.0,-7.6,57.84,nominal_eval,52757.4617345495,-8.552736198722425,45.08746487783232,-617.4617345494989,0.952736198722425,12.752535122167686,227.8919245048237,-797.765352104257,0.10146641,0.34504682,True,False
nominal_eval_run_5,2026-03-26 00:05:00.000000,43.93118881118881,-81.66321678321678,0.0,nominal_eval_run_5.csv,0.4424247748548993,False,0.23543563447892668,True,False,52183.8818296299,-7.600193026879855,57.87292991682459,nominal_eval,52758.93473341793,-8.550760977628538,45.09660711924657,-575.0529037880333,0.9505679507486837,12.776322797578018,42.40883076146565,-679.2894324639516,0.10146641,0.34504682,True,False
nominal_eval_run_5,2026-03-26 00:10:00.000000,43.94237762237763,-81.64643356643356,0.0,nominal_eval_run_5.csv,0.41005733569122077,False,0.23543563447892668,True,False,52227.42500785453,-7.600771734925655,57.90571684432929,nominal_eval,52760.40750569534,-8.548784834868158,45.105747640906166,-532.9824978408069,0.9480130999425027,12.799969203423124,42.07040594722639,-575.1657120594464,0.10146641,0.34504682,True,False
nominal_eval_run_5,2026-03-26 00:15:00.000000,43.95356643356644,-81.62965034965035,0.0,nominal_eval_run_5.csv,0.3782088035473622,False,0.23543563447892668,True,False,52270.29349675979,-7.601735007075319,57.93821841408696,nominal_eval,52761.88005130895,-8.546807770990299,45.114886442462534,-491.5865545491615,0.9450727639149799,12.823331971624427,41.39594329164538,-533.2073187260006,0.10146641,0.34504682,True,False
nominal_eval_run_5,2026-03-26 10:25:00.000000,45.3186013986014,-79.5820979020979,0.0,nominal_eval_run_5.csv,1.0000013680591788,True,0.15747976377606393,False,False,51640.03016499939,-7.6593575006476975,58.30350042982391,nominal_eval,52939.80749027019,-8.298867089834118,46.21680683584836,-1299.7773252707993,0.6395095891864209,12.086693593975554,-3.8555849035765277,-1294.6417173812977,0.13865773,0.1728796,False,True
nominal_eval_run_5,2026-03-26 11:40:00.000000,45.48643356643356,-79.33034965034965,0.0,nominal_eval_run_5.csv,0.7322325237469915,False,0.20208629593253138,True,False,52009.70650324021,-7.601735007075319,57.93821841408696,nominal_eval,52961.44443239855,-8.26748630606094,46.35049045989242,-951.737929158342,0.6657512989856214,11.587727954194541,40.42215928380028,-991.7171457393706,0.11551048,0.27292106,True,False
nominal_eval_run_5,2026-03-26 11:45:00.000000,45.49762237762237,-79.31356643356644,0.0,nominal_eval_run_5.csv,0.7003593927227614,False,0.20208629593253138,True,False,52052.57499214547,-7.600771734925655,57.9057168443293,nominal_eval,52962.88500498897,-8.265387485041815,46.35938857360337,-910.3100128435035,0.6646157501161598,11.54632827072593,41.42791631483851,-951.4026768146626,0.11551048,0.27292106,True,False
nominal_eval_run_5,2026-03-26 11:50:00.000000,45.50881118881119,-79.29678321678321,0.0,nominal_eval_run_5.csv,0.6679669981972763,False,0.20208629593253138,True,False,52096.1181703701,-7.600193026879855,57.87292991682459,nominal_eval,52964.32534089733,-8.263287821191316,46.36828491940362,-868.2071705272319,0.6630947943114611,11.504644997420968,42.10284231627156,-910.0850375096925,0.11551048,0.27292106,True,False
nominal_eval_run_5,2026-03-26 11:55:00.000000,45.52,-79.28,0.0,nominal_eval_run_5.csv,0.6353138754564515,False,0.20208629593253138,True,False,52140.0,-7.6,57.84,nominal_eval,52965.76544005222,-8.261187315086403,46.37717949695392,-825.7654400522224,0.6611873150864032,11.462820503046082,42.441730475009535,-868.0942078076527,0.11551048,0.27292106,True,False
nominal_eval_run_8,2026-03-27 12:00:00.000000,44.46,-82.34,750.0,nominal_eval_run_8.sqlite,0.4244850039820278,False,0.2489828068763018,True,False,52245.0,-7.45,57.72,nominal_eval,52796.73522828688,-8.488446547930602,45.52672480094741,-551.7352282868815,1.0384465479306018,12.193275199052586,274.03021176534094,-748.5692796221119,0.104332395,0.36733314,True,False
nominal_eval_run_8,2026-03-27 12:05:00.000000,44.47118881118881,-82.3232167832168,750.0,nominal_eval_run_8.sqlite,0.3918497296997193,False,0.2489828068763018,True,False,52288.8818296299,-7.450193026879855,57.752929916824584,nominal_eval,52798.198526431705,-8.486484988999019,45.5357836463106,-509.31669680180494,1.0362919621191633,12.217146270513986,42.41853148507653,-628.9391217136363,0.104332395,0.36733314,True,False
nominal_eval_run_8,2026-03-27 12:10:00.000000,44.482377622377626,-82.30643356643357,750.0,nominal_eval_run_8.sqlite,0.35947482647008455,False,0.2489828068763018,True,False,52332.42500785453,-7.450771734925656,57.785716844329286,nominal_eval,52799.6615970987,-8.484522506741547,45.54484075517119,-467.2365892441667,1.0337507718158907,12.2408760891581,42.08010755763826,-509.4295047776177,0.104332395,0.36733314,True,False
nominal_eval_run_8,2026-03-27 12:15:00.000000,44.493566433566436,-82.28965034965036,750.0,nominal_eval_run_8.sqlite,0.32761882957826605,False,0.2489828068763018,True,False,52375.29349675979,-7.451735007075319,57.81821841408695,nominal_eval,52801.12444021545,-8.482559101706219,45.553896127183776,-425.8309434556577,1.0308240946308995,12.264322286903173,41.40564578850899,-467.4614098338764,0.104332395,0.36733314,True,False
