latitude_deg,longitude_deg,altitude_m,timestamp,observed_total_nt,observed_declination_deg,observed_inclination_deg,is_injected_anomaly,track_id,dataset_split,source_file,baseline_total_nt,baseline_declination_deg,baseline_inclination_deg,residual_total_nt,residual_declination_deg,residual_inclination_deg,delta_residual_total_nt,rolling_residual_total_nt,spatial_anomaly_score,temporal_anomaly_score,final_anomaly_score,is_anomaly,baseline_residual_score,baseline_is_anomaly
44.2678321678,-81.6482517483,250.0,1970-01-01 00:29:34.530900,52659.127254496,-7.5918882414999995,58.2176320909,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52758.31739407803,-8.501887934785428,45.37086844717561,-99.1901395820314,0.9099996932854282,12.846763643724387,11.370474509254564,-111.7729084604968,0.105332345,0.16240612,0.13672291934490205,False,0.07631328332285434,False
44.279020979,-81.6314685315,250.0,1970-01-01 00:29:34.531200,52668.2281483317,-7.5974205576,58.2348318399,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52759.78376460925,-8.49990350782366,45.3799570630061,-91.55561627755378,0.9024829502236607,12.854874776893894,7.634523304477625,-100.43545665029039,0.105332345,0.16240612,0.13672291934490205,False,0.07043955895443861,False
44.2902097902,-81.6146853147,250.0,1970-01-01 00:29:34.531500,52673.5226282835,-7.6032473932,58.2501434484,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52761.24990716306,-8.497918166891772,45.38904394827642,-87.72727887955989,0.8946707736917716,12.861099500123586,3.8283373979938915,-92.82434491304836,0.105332345,0.16240612,0.13672291934490205,False,0.06749417549455373,False
44.3013986014,-81.5979020979,250.0,1970-01-01 00:29:34.531800,52674.9698350006,-7.6093575006,58.2635004298,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52762.715821666985,-8.495931912541568,45.39812910264003,-87.74598666638485,0.8865744119415684,12.86537132715997,-0.01870778682496166,-89.00962727449951,0.104461156,0.16302717,0.13667246215045453,False,0.06750856858485821,False
44.3125874126,-81.5811188811,250.0,1970-01-01 00:29:34.532100,52672.5585998832,-7.615739086,58.2748447851,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52764.18150804854,-8.493944745325065,45.40721252575048,-91.62290816533641,0.8782056593250651,12.86763225934952,-3.8769214989515604,-89.03205790376039,0.104461156,0.16302717,0.13667246215045453,False,0.0704913308837788,False
44.3237762238,-81.5643356643,250.0,1970-01-01 00:29:34.532400,52666.307531275,-7.6223798309,58.2841272545,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52765.64696623525,-8.491956665794483,45.41629421726136,-99.33943496024585,0.8695768348944828,12.86783303723864,-7.716526794909441,-92.90277659732237,0.104461156,0.16302717,0.13667246215045453,False,0.07642814575317736,False
44.334965035,-81.5475524476,250.0,1970-01-01 00:29:34.532700,52656.2648708555,-7.6292669171,58.2913075313,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52767.11219615259,-8.489967674504454,45.42537417682635,-110.84732529709436,0.8607007574044543,12.865933354473647,-11.507890336848504,-100.60322280755888,0.104461156,0.16302717,0.13667246215045453,False,0.08528189774329298,False
44.3461538462,-81.5307692308,250.0,1970-01-01 00:29:34.533000,52642.5081213427,-7.6363870507,58.296354437,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52768.57719773226,-8.487977772003218,45.43445240409918,-126.06907638956181,0.8515907213032179,12.861902032900815,-15.221751092467457,-112.08527888230067,0.104461156,0.16302717,0.13667246215045453,False,0.09699295903108118,False
44.3573426573,-81.513986014,250.0,1970-01-01 00:29:34.533300,52625.1434483772,-7.6437264877,58.299246057,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52770.04197088975,-8.485986958860291,45.443528898652566,-144.8985225125507,0.8422604711602908,12.855717158347431,-18.829446122988884,-127.27164139973563,0.104461156,0.16302717,0.13667246215045453,False,0.1114796495716032,False
44.3685314685,-81.4972027972,250.0,1970-01-01 00:29:34.533600,52604.3048612051,-7.6512710612,58.299969835,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52771.50651557261,-8.483995235599766,45.452603660302586,-167.20165436751267,0.8327241743997655,12.847366174697413,-22.303131854961975,-146.05641775654172,0.10167903,0.15175906,0.12922304421663286,False,0.12863886748788705,False
44.3797202797,-81.4804195804,250.0,1970-01-01 00:29:34.533900,52580.1531784815,-7.659006208,58.2985226283,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52772.97083169841,-8.482002602789372,45.46167668862205,-192.8176532169091,0.8229963947893717,12.83684593967795,-25.61599884939642,-168.3059433656575,0.10167903,0.15175906,0.12922304421663286,False,0.14834688469634377,False
44.3909090909,-81.4636363636,250.0,1970-01-01 00:29:34.534200,52552.8747871771,-7.6669169973999995,58.2949107209,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52774.43491919477,-8.480009060982576,45.47074798326498,-221.560132017672,0.8130920635825767,12.824162737635021,-28.74247880076291,-193.85981320069791,0.10167903,0.15175906,0.12922304421663286,False,0.17046030178968055,False
44.4020979021,-81.4468531469,250.0,1970-01-01 00:29:34.534500,52522.6802041649,-7.6749881593,58.2891497967,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52775.89877798719,-8.47801461073527,45.479817543885424,-253.21857382229064,0.8030264514352705,12.809332252814578,-31.658441804618633,-222.5321196856239,0.10167903,0.15175906,0.12922304421663286,False,0.19481715469034547,False
44.4132867133,-81.4300699301,250.0,1970-01-01 00:29:34.534800,52489.8024515875,-7.6832041142000005,58.2812648709,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52777.36240800742,-8.476019252596878,45.488885370137524,-287.55995641992195,0.7928151383968771,12.792379500762479,-34.34138259763131,-254.11288741996154,0.10167903,0.15175906,0.12922304421663286,False,0.22123816459026827,False
44.4244755245,-81.4132867133,250.0,1970-01-01 00:29:34.535100,52454.4952585444,-7.6915490031000004,58.2712901816,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52778.82580918102,-8.474022987123702,45.49795146167546,-324.33055063662323,0.7824739840237012,12.773338719924539,-36.770594216701284,-288.3696936262786,0.10167903,0.15175906,0.12922304421663286,False,0.24952812149760956,False
44.4356643357,-81.3965034965,250.0,1970-01-01 00:29:34.535400,52417.0311029756,-7.7000067181,58.2592690412,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52780.2889814356,-8.472025814870028,45.50701581815354,-363.2578784600046,0.7720190967700278,12.75225322304646,-38.92732782338135,-325.04946183884994,0.09824407,0.18048595,0.1434771038591862,False,0.2794773907466013,False
44.4468531469,-81.3797202797,250.0,1970-01-01 00:29:34.535700,52377.6991088541,-7.7085609336,58.2452536484,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52781.75192469881,-8.47002773639034,45.51607843922606,-404.05281584470504,0.7614668027903404,12.729175209173945,-40.79493738470046,-363.8804149804443,0.09824407,0.18048595,0.1434771038591862,False,0.31086353081954776,False
44.458041958,-81.3629370629,250.0,1970-01-01 00:29:34.536000,52336.8028149156,-7.7171951377,58.2293048612,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52783.214638888305,-8.468028752253845,45.52513932446645,-446.41182397270313,0.7508336145538452,12.704165536733548,-42.359008127998095,-404.5741727591376,0.09824407,0.18048595,0.1434771038591862,False,0.34345300999730055,False
44.4692307692,-81.3461538462,250.0,1970-01-01 00:29:34.536300,52294.6578321438,-7.7258926639,58.2114919329,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52784.67712394962,-8.466028862988686,45.53419847369115,-490.01929180582374,0.7401361990886866,12.677293459208855,-43.60746783312061,-446.82797720774397,0.09824407,0.18048595,0.1434771038591862,False,0.37700300863389924,False
44.4804195804,-81.3293706294,250.0,1970-01-01 00:29:34.536600,52251.58940809,-7.7346367238,58.1918922115,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52786.13937980459,-8.464028069159975,45.543255886473695,-534.5499717145867,0.729391345359975,12.648636325026303,-44.53067990876298,-490.3270291643712,0.09824407,0.18048595,0.1434771038591862,False,0.4112632930407616,False
44.4916083916,-81.3125874126,250.0,1970-01-01 00:29:34.536900,52207.9299168246,-7.743410439,58.1705908033,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52787.60140637881,-8.462026371325269,45.55231156246867,-579.67148955421,0.7186159323252692,12.618279240831335,-45.121517839623266,-534.7469176915401,0.09824407,0.18048595,0.1434771038591862,False,0.4459781466478047,False
44.5027972028,-81.2958041958,250.0,1970-01-01 00:29:34.537200,52164.0162938901,-7.7521968738,58.1476802042,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52789.06320359996,-8.460023770040085,45.561365501330734,-625.0469097098612,0.7078268962400847,12.586314702869267,-45.37542015565123,-579.7561236595526,0.093407854,0.24515972,0.1768713779747486,False,0.48088834345590614,False
44.513986014,-81.279020979,250.0,1970-01-01 00:29:34.537500,52120.1874360517,-7.760979068,58.1232598971,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52790.52477139574,-8.458020265860139,45.570417702714636,-670.3373353440402,0.6970411978601385,12.552842194385363,-45.29042563417897,-625.0185782027038,0.093407854,0.24515972,0.1768713779747486,False,0.5157331485726022,False
44.5251748252,-81.2622377622,250.0,1970-01-01 00:29:34.537800,52076.781585913,-7.7697400696,58.0974359207,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52791.98610969384,-8.456015859341363,45.57946816627517,-715.2045237808416,0.6862757897413632,12.51796775442483,-44.86718843680137,-670.1962562782477,0.093407854,0.24515972,0.1768713779747486,False,0.5502523303935518,False
44.5363636364,-81.2454545455,250.0,1970-01-01 00:29:34.538100,52034.1337215793,-7.7784629677,58.0703204087,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52793.44721841991,-8.454010551042153,45.58851689166719,-759.3134968406084,0.6755475833421523,12.481803517032809,-44.10897305976687,-714.95178532183,0.093407854,0.24515972,0.1768713779747486,False,0.5841881688990147,False
44.5475524476,-81.2286713287,250.0,1970-01-01 00:29:34.538400,51992.5729715146,-7.7871309244999996,58.042031103,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52794.90809750581,-8.452004341514305,45.59756387854562,-802.3351259912088,0.6648734170143058,12.444467224454378,-43.02162915060035,-758.9510488708862,0.093407854,0.24515972,0.1768713779747486,False,0.6172874445751554,False
44.5587412587,-81.2118881119,250.0,1970-01-01 00:29:34.538700,51952.4200745425,-7.7957272087,58.0126908422,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52796.36874686724,-8.449997231331146,45.606609126484635,-843.9486723247464,0.6542700226311462,12.406081715715366,-41.61354633353767,-801.8657650521878,0.093407854,0.24515972,0.1768713779747486,False,0.6493033925796814,False
44.5699300699,-81.1951048951,250.0,1970-01-01 00:29:34.539000,51913.9849045927,-7.804235227,57.9824270285,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52797.82916645185,-8.447989221020377,45.615652635300954,-883.8442618591507,0.6437539940203765,12.366774393199044,-39.89558953440428,-843.3760200583687,0.089534864,0.2448191,0.1749411962926388,False,0.6799976071487959,False
44.5811188811,-81.1783216783,250.0,1970-01-01 00:29:34.539300,51877.5640792954,-7.8126385569,57.9513710744,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52799.289356177425,-8.445980311153468,45.62469440456888,-921.7252768820254,0.6333417542534683,12.326676669831123,-37.881015022874635,-883.1727370219742,0.089534864,0.2448191,0.1749411962926388,False,0.7091418814101219,False
44.5923076923,-81.1615384615,250.0,1970-01-01 00:29:34.539600,51843.4386708796,-7.8209209774,57.9196578321,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52800.749315971734,-8.443970502287563,45.63373443394357,-957.3106450921332,0.6230495248875627,12.285923398156427,-35.585368210107845,-920.9600612777698,0.089534864,0.2448191,0.1749411962926388,False,0.7365199685648455,False
44.6034965035,-81.1447552448,250.0,1970-01-01 00:29:34.539900,51811.8720370406,-7.8290665014,57.8874250079,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52802.20904576048,-8.441959794982314,45.64277272308034,-990.3370087198782,0.6128932935823137,12.244652284819658,-33.02636362774501,-956.457643564679,0.089534864,0.2448191,0.1749411962926388,False,0.7619292507300688,False
44.6146853147,-81.127972028,250.0,1970-01-01 00:29:34.540200,51783.1077885166,-7.8370594058,57.8548125639,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52803.66854547556,-8.43994818979069,45.65180927163446,-1020.5607569589556,0.6028887839906893,12.203003292265535,-30.223748239077395,-989.4028035903224,0.089534864,0.2448191,0.1749411962926388,False,0.7851823026177501,False
44.6258741259,-81.1111888112,250.0,1970-01-01 00:29:34.540500,51757.3679090595,-7.8448842622,57.8219621112,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52805.1278150427,-8.437935687272741,45.660844079261366,-1047.7599059831991,0.5930514250727414,12.161118031938635,-27.199149024243525,-1019.5525572206776,0.089534864,0.2448191,0.1749411962926388,False,0.8061083379512426,False
44.6370629371,-81.0944055944,250.0,1970-01-01 00:29:34.540800,51734.851042309,-7.8525259664,57.7890162939,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52806.5868543897,-8.435922287986438,45.66987714561649,-1071.735812080704,0.583396321586438,12.119139148283509,-23.975906097504776,-1046.6854916742861,0.08772898,0.18152267,0.13931550681591034,False,0.8245545274883372,False
44.6482517483,-81.0776223776,250.0,1970-01-01 00:29:34.541100,51715.7309587898,-7.8599697679,57.7561181704,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52808.04566344436,-8.43390799248994,45.67890847035536,-1092.3147046545637,0.5739382245899405,12.07720970004464,-20.578892573859775,-1070.6034742394888,0.08772898,0.18152267,0.13931550681591034,False,0.8403871784562369,False
44.6594405594,-81.0608391608,250.0,1970-01-01 00:29:34.541400,51700.1552148644,-7.8672012983,57.7234105919,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52809.50424212457,-8.431892801356163,45.687938053052875,-1109.3490272601703,0.5646915030561628,12.035472538847124,-17.034322605606576,-1091.1331813318127,0.08772898,0.18152267,0.13931550681591034,False,0.8534927662968457,False
44.6706293706,-81.0440559441,250.0,1970-01-01 00:29:34.541700,51688.2440139886,-7.8742065986,57.6910355824,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52810.96259037594,-8.429876715116913,45.6969658935261,-1122.718576387335,0.5556701165169136,11.9940696888739,-13.369549127164646,-1108.1274361006897,0.08772898,0.18152267,0.13931550681591034,False,0.8637788108042874,False
44.6818181818,-81.0272727273,250.0,1970-01-01 00:29:34.542000,51680.0892790595,-7.8809721468,57.6591337216,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52812.42070812052,-8.427859734340874,45.705991991350054,-1132.3314290610142,0.5468875875408745,11.953141730249946,-9.6128526736793,-1121.4663442361732,0.08772898,0.18152267,0.13931550681591034,False,0.8711745897871435,False
44.693006993,-81.0104895105,250.0,1970-01-01 00:29:34.542300,51675.7539430148,-7.8874848835,57.6278435348,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52813.87859528407,-8.425841859589339,45.71501634618051,-1138.1246522692672,0.5383569760893385,11.912827188619488,-5.793223208253039,-1131.0582192392055,0.08772898,0.18152267,0.13931550681591034,False,0.8756316848765029,False
44.7041958042,-80.9937062937,250.0,1970-01-01 00:29:34.542600,51675.2714631567,-7.8937322375,57.5973008911,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52815.33625179446,-8.42382309142149,45.72403895767334,-1140.0647886377628,0.5300908539214895,11.873261933426654,-1.9401363684955868,-1136.840289989348,0.09914604,0.15331458,0.12893873378634454,False,0.8771243551862521,False
44.7153846154,-80.9769230769,250.0,1970-01-01 00:29:34.542900,51678.645562951,-7.8997021496,57.567638414,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52816.793677579546,-8.421803430396706,45.73305982548447,-1138.1481146285441,0.5221012807967051,11.834578588515534,1.9166740092186956,-1138.7791851785248,0.09914604,0.15331458,0.12893873378634454,False,0.875649735961807,False
44.7265734266,-80.9601398601,250.0,1970-01-01 00:29:34.543200,51685.850203291,-7.9053830964,57.5389849046,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52818.2508725672,-8.41978287707457,45.742078949269874,-1132.400669276205,0.5143997806745713,11.796905955330125,5.747445352339128,-1136.871190847504,0.09914604,0.15331458,0.12893873378634454,False,0.8712278606886812,False
44.7377622378,-80.9433566434,250.0,1970-01-01 00:29:34.543500,51696.8297834509,-7.910764112,57.5114647832,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52819.707836683236,-8.417761432017219,45.75109632868563,-1122.8780532323362,0.5069973200172191,11.76036845451437,9.522616043868766,-1131.1422790456952,0.09914604,0.15331458,0.12893873378634454,False,0.863901506484597,False
44.748951049,-80.9265734266,250.0,1970-01-01 00:29:34.543800,51711.4995701761,-7.9158348096,57.4851975484,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52821.16456985968,-8.415739095779957,45.760111963387835,-1109.6649996835768,0.49990428617995697,11.725085585012167,13.21305354875949,-1121.6479073973726,0.09914604,0.15331458,0.12893873378634454,False,0.8537358639794503,False
44.7601398601,-80.9097902098,250.0,1970-01-01 00:29:34.544100,51729.7463515988,-7.9205854015,57.4602972588,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52822.62107201244,-8.413715868939873,45.76912585295215,-1092.8747204136453,0.49313046743987243,11.691171405847847,16.79027926993149,-1108.4725911098528,0.09914604,0.15331458,0.12893873378634454,False,0.8408180341992385,False
44.7713286713,-80.893006993,250.0,1970-01-01 00:29:34.544400,51751.4293109339,-7.9250067177,57.436872037,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52824.07734308929,-8.411691752028238,45.77813799719594,-1072.64803215539,0.4866850343282385,11.65873403980406,20.226688258255308,-1091.7292507508707,0.111801684,0.16473532,0.14091518223285676,False,0.8252563564131241,False
44.7825174825,-80.8762237762,250.0,1970-01-01 00:29:34.544700,51776.3811132114,-7.9290902239,57.415023601,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52825.5333830082,-8.409666745620209,45.78714839569496,-1049.152269796803,0.4805765217202085,11.627875205305038,23.495762358586944,-1071.5583407886127,0.111801684,0.16473532,0.14091518223285676,False,0.8071795719936966,False
44.7937062937,-80.8594405594,250.0,1970-01-01 00:29:34.545000,51804.4091966586,-7.9328280378,57.3948468215,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52826.98919169712,-8.407640850276577,45.79615704810562,-1022.579995038519,0.4748128124765767,11.598689773394383,26.57227475828404,-1048.1267656635707,0.111801684,0.16473532,0.14091518223285676,False,0.7867358309050511,False
44.8048951049,-80.8426573427,250.0,1970-01-01 00:29:34.545300,51835.2972587663,-7.9362129445,57.3764293109,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52828.4447690819,-8.405614066560705,45.805163954084335,-993.1475103155972,0.46940112206070506,11.571265356815665,29.4324847229218,-1021.626591716973,0.111801684,0.16473532,0.14091518223285676,False,0.7640915483682938,False
44.8160839161,-80.8258741259,250.0,1970-01-01 00:29:34.545600,51868.8069255716,-7.9392384101,57.3598510423,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52829.90011509465,-8.403586395029064,45.81416911328767,-961.0931895230533,0.4643479849290646,11.545681929012332,32.05432079254388,-992.2735649590564,0.111801684,0.16473532,0.14091518223285676,False,0.7394301205825203,False
44.8272727273,-80.80909090910001,250.0,1970-01-01 00:29:34.545900,51904.6795912722,-7.9418985947,57.3451840023,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52831.355229661254,-8.401557836245416,45.82317252537218,-926.6756383890533,0.4596592415454168,11.522011476927823,34.41755113399995,-960.3054460759013,0.111801684,0.16473532,0.14091518223285676,False,0.7129505093829049,False
44.8384615385,-80.7923076923,250.0,1970-01-01 00:29:34.546200,51942.6384139781,-7.9441883635,57.3324918787,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52832.81011270967,-8.399528390771357,45.83217418999453,-890.1716987315667,0.45534002727135636,11.500317688705465,36.503939657486626,-925.9801755478911,0.12616543,0.35631892,0.252749852091074,True,0.684865706788406,False
44.8496503497,-80.7755244755,250.0,1970-01-01 00:29:34.546500,51982.3904521972,-7.9461032965000005,57.3218297835,False,anomalous_eval_run_6,anomalous_eval,anomalous_eval_run_6.jsonl,52834.26476416788,-8.397498059168688,45.841174106811465,-851.8743119706778,0.45139476266868783,11.480655676688535,38.29738676088891,-889.5738830304326,0.12616543,0.35631892,0.252749852091074,True,0.6554010912658961,False
